DATE,Temp_outturn,Normal_temp,Low_temp,High_temp,Off_wind,On_wind,Price,Demand,gas,nuclear,interconnector
19/10/2015,10.7,11,7.7,13.4,19604,5140,45.42,36243.04,251052,197078,65100
20/10/2015,11,11,7.7,13.4,19504,20033,45.31,35696.75,224741,197028,63312
21/10/2015,11.9,11,7.7,13.4,67659,47331,38.94,35440.56,169912,197025,82050
22/10/2015,12.4,11,7.7,13.4,59592,53625,41.92,34344.06,187311,197216,83924
23/10/2015,11.5,11,7.7,13.4,29528,42154,39.44,35178.15,201186,197232,92968
24/10/2015,11.5,11,7.7,13.4,63763,40935,37.89,31231.58,139535,191502,104118
25/10/2015,10.3,11,7.7,13.4,35042,32757,40.54,31009.96,154054,186804,117428
26/10/2015,10.8,10.5,7.4,13.3,58057,32062,40.21,34993.58,216421,174501,114858
27/10/2015,12.1,10.5,7.4,13.3,44217,23752,40.89,36149.08,236634,180142,107610
28/10/2015,12.1,10.5,7.4,13.3,23541,17834,38.78,36239.94,266076,186058,97744
29/10/2015,12.6,10.5,7.4,13.3,64636,28388,39.89,35962.31,214225,187334,70646
30/10/2015,13.1,10.5,7.4,13.3,63721,19579,39.67,35286.21,204022,187439,114982
31/10/2015,13,10.5,7.4,13.3,29927,36269,41.02,31309.58,174178,186493,111410
01/11/2015,11.8,10.5,7.4,13.3,3317,18359,39.11,31602.9,203723,184813,117352
02/11/2015,10.3,9.4,7.2,11.5,8643,9873,54.39,36847.54,281674,185524,106340
03/11/2015,10,9.4,7.2,11.5,18655,3192,52.47,37914.35,294184,186552,107686
04/11/2015,11.1,9.4,7.2,11.5,13688,3032,57.93,37687.42,309455,186248,104712
05/11/2015,12.5,9.4,7.2,11.5,53115,9472,35.65,36960.69,259311,186303,102078
06/11/2015,13.2,9.4,7.2,11.5,71444,30572,35.31,35459.77,199568,186130,109110
07/11/2015,13.8,9.4,7.2,11.5,68235,20729,37.12,31480.94,164704,186000,120304
08/11/2015,13,9.4,7.2,11.5,72485,52219,33.56,30667.06,119117,186000,124152
09/11/2015,12.8,8,5.3,11.1,91525,57716,32.83,34382.98,134867,186019,108894
10/11/2015,14.1,8,5.3,11.1,91227,53159,34.56,34647.83,159699,186004,96896
11/11/2015,14.1,8,5.3,11.1,83754,28877,35.86,34879.33,205792,185962,104562
12/11/2015,12.9,8,5.3,11.1,72962,54743,34.76,34577.27,181465,185971,99320
13/11/2015,10.6,8,5.3,11.1,93467,59385,36.22,34190.73,158853,185976,100934
14/11/2015,9.6,8,5.3,11.1,85886,35501,40.44,32652.48,158529,186409,111846
15/11/2015,12,8,5.3,11.1,93581,34755,37.59,30333.46,117313,193420,119286
16/11/2015,11.3,7.2,3.3,10.6,83603,61094,32.94,34707.73,164043,194389,101170
17/11/2015,11.1,7.2,3.3,10.6,72163,35060,35.11,36410.71,194036,194996,106848
18/11/2015,11.8,7.2,3.3,10.6,91076,50020,39.65,35336.65,152258,195389,109374
19/11/2015,11.1,7.2,3.3,10.6,84453,43990,37.37,36638.33,182824,195253,102080
20/11/2015,9.3,7.2,3.3,10.6,85466,31219,36.06,36530.98,192747,195335,110280
21/11/2015,6.7,7.2,3.3,10.6,82403,26067,36.92,34315.63,159928,195506,108516
22/11/2015,5.3,7.2,3.3,10.6,46743,10837,38.43,35625.19,197629,195875,112570
23/11/2015,4.2,7.5,3.2,10,46186,35205,37.48,40389.63,269659,195665,27616
24/11/2015,6.2,7.5,3.2,10,85608,36700,32.52,39723.85,236450,195258,20722
25/11/2015,7.7,7.5,3.2,10,80340,30264,34.15,39098.73,225108,195186,46134
26/11/2015,8.7,7.5,3.2,10,33718,30891,40.51,39447.02,266564,195135,18066
27/11/2015,10.1,7.5,3.2,10,82737,50087,35.87,37010.27,187730,195676,32980
28/11/2015,8,7.5,3.2,10,94821,55841,36.95,33486.96,84928,199206,121258
29/11/2015,9.2,7.5,3.2,10,91888,56343,31.13,32745.92,75132,200058,114936
30/11/2015,9.5,6.3,3.2,9.6,69910,27568,38.55,38903.56,208343,199840,103076
01/12/2015,10.2,6.3,3.2,9.6,67917,38655,43.22,37901.31,201314,199670,112918
02/12/2015,11.1,6.3,3.2,9.6,79072,42581,34.45,37602.13,182150,199873,49380
03/12/2015,10.8,6.3,3.2,9.6,69664,11118,36.17,38094.06,197542,207718,102712
04/12/2015,10.2,6.3,3.2,9.6,91257,56029,33.32,35924.29,135674,209277,94620
05/12/2015,10.9,6.3,3.2,9.6,75910,55532,28.04,32720.81,127020,209907,100000
06/12/2015,11.4,6.3,3.2,9.6,66030,39575,28.31,32572.4,133986,210126,94362
07/12/2015,11.7,5.2,2.3,8.9,66731,42785,36.35,36513.56,158884,212414,90494
08/12/2015,11.6,5.2,2.3,8.9,88006,58333,31.59,36304.58,149393,212784,88566
09/12/2015,10.1,5.2,2.3,8.9,78654,60749,38.15,37405.27,148158,212701,50722
10/12/2015,9.8,5.2,2.3,8.9,85781,54825,37.52,37870.27,191936,212869,64692
11/12/2015,8.9,5.2,2.3,8.9,82116,46479,39.17,37515.21,193389,213453,106092
12/12/2015,8.2,5.2,2.3,8.9,57746,10721,37.76,35502.54,213021,214275,104744
13/12/2015,6.3,5.2,2.3,8.9,23995,5824,42.93,35635.38,237343,214604,120938
14/12/2015,6.9,5.9,2.1,9.1,26558,10032,40.8,39552.5,307842,207118,96326
15/12/2015,8.5,5.9,2.1,9.1,47934,32811,36.34,38913.83,263785,197701,108024
16/12/2015,10.8,5.9,2.1,9.1,78694,26968,35.63,36899.35,237133,187748,139812
17/12/2015,12.2,5.9,2.1,9.1,85676,52627,34.26,36089.35,195110,173162,135056
18/12/2015,12.1,5.9,2.1,9.1,79921,53364,29.79,35320.5,200867,189920,132590
19/12/2015,13.5,5.9,2.1,9.1,90454,59727,31.56,30949.63,114251,199609,124480
20/12/2015,12.3,5.9,2.1,9.1,91589,53994,32.05,30109.15,92169,199956,134908
21/12/2015,10.5,5.9,1,9.2,88872,56895,32.28,35293.25,169437,204378,131822
22/12/2015,11.9,5.9,1,9.2,91009,58711,31.37,34524.63,156113,209301,129122
23/12/2015,10.2,5.9,1,9.2,87728,61583,28,33138.29,133537,213072,133708
24/12/2015,9.9,5.9,1,9.2,92078,55496,26.51,31317.29,91454,212592,113274
25/12/2015,8.6,5.9,1,9.2,73038,28889,30.31,29284.65,88214,212231,103242
26/12/2015,10.8,5.9,1,9.2,87987,33452,21.3,27268,67034,212204,102116
27/12/2015,10.3,5.9,1,9.2,56432,24193,37.81,29600.27,126879,211882,125152
28/12/2015,10.5,6.1,0.4,9.7,80469,54328,27.91,29380.75,90304,211896,118784
29/12/2015,10.1,6.1,0.4,9.7,77807,52576,25.71,30372.52,113294,211814,119478
30/12/2015,11.2,6.1,0.4,9.7,81779,51925,30.6,31756.33,125068,211169,108622
31/12/2015,9.4,6.1,0.4,9.7,85792,24816,33.75,31322.23,131573,201548,125586
01/01/2016,6.4,5.8,1,8.7,60168,42047,34.82,30315.15,130806,197982,129532
02/01/2016,7.9,5.8,1,8.7,78135,38896,33.67,31273.94,153873,197436,117694
03/01/2016,7.8,5.8,1,8.7,67487,48723,32.3,31940.15,171643,197412,134244
04/01/2016,7.6,5.8,1,8.7,50977,43307,33.57,37375.35,255882,196000,113422
05/01/2016,7.5,5.9,0.9,9.3,52467,42537,36.96,38298.96,272410,187618,130070
06/01/2016,6.9,5.9,0.9,9.3,31139,37462,38.02,38604.35,311124,187646,113156
07/01/2016,7.1,5.9,0.9,9.3,90486,45487,35.45,37488.73,229189,187656,112306
08/01/2016,6.1,5.9,0.9,9.3,60564,7017,39.55,38787.02,309917,176316,113650
09/01/2016,6.9,5.9,0.9,9.3,67528,12517,35.11,34867.04,207539,174761,118972
10/01/2016,6.1,5.9,0.9,9.3,85849,33336,32.12,33508.69,179954,174702,116648
11/01/2016,5.2,5.9,0.9,9.3,52311,13851,38.06,39789.77,319809,174295,126344
12/01/2016,5.4,6,1.4,8.4,87249,22452,32.15,39509.29,279798,177592,142902
13/01/2016,4.5,6,1.4,8.4,66862,13298,36.83,40584.21,334060,183690,129680
14/01/2016,4,6,1.4,8.4,81584,26917,34.54,40328.5,303083,183757,135348
15/01/2016,3.6,6,1.4,8.4,80059,23371,34.21,40310.52,284487,185957,136460
16/01/2016,2.3,6,1.4,8.4,40890,6207,39.62,38425.81,296656,186738,136584
17/01/2016,1.9,6,1.4,8.4,41289,13570,36.6,37666.35,283700,186394,141044
18/01/2016,2.8,6,1.4,8.4,43169,4301,39.8,42085.75,321196,186425,105784
19/01/2016,2.3,5.2,2.1,8,3632,1099,44.34,43032.23,369703,187983,58170
20/01/2016,1.4,5.2,2.1,8,8884,4430,40.83,43222.71,383512,194349,25482
21/01/2016,2.2,5.2,2.1,8,59003,29533,36.21,42792.1,351739,196155,-35288
22/01/2016,5,5.2,2.1,8,88070,55035,32.99,38748.25,277908,201468,67666
23/01/2016,6.5,5.2,2.1,8,65830,45921,34.47,34336.54,216995,197104,149012
24/01/2016,9.8,5.2,2.1,8,77564,43310,33.6,32573.88,172203,200677,150068
25/01/2016,10.5,5.2,2.1,8,87175,58082,30.06,35932.38,196903,200555,135722
26/01/2016,10.2,5.2,1.5,8.2,84068,57294,29.5,36954.54,182351,200859,136380
27/01/2016,11.2,5.2,1.5,8.2,90763,28051,33.27,36941.67,197590,201887,134080
28/01/2016,8.7,5.2,1.5,8.2,83531,59139,32.56,36947.79,184297,202514,140044
29/01/2016,9.8,5.2,1.5,8.2,91923,64261,31.86,35784.9,171207,204278,132288
30/01/2016,7.8,5.2,1.5,8.2,90900,60909,33.71,32486.06,136239,199146,133386
31/01/2016,7.2,5.2,1.5,8.2,72680,21249,35.68,33744.56,190654,190658,142400
01/02/2016,9.6,5.1,1.5,8.2,90400,60821,35.77,35782.15,183125,183472,141134
02/02/2016,8.6,5.1,1.5,8.2,90253,57643,34.37,36523.1,197095,181401,138972
03/02/2016,7.2,5.1,1.5,8.2,78898,22877,31.8,38642.31,266636,180466,141892
04/02/2016,8.9,5.1,1.5,8.2,69959,23992,33.9,38119,281314,180411,144862
05/02/2016,9.4,5.1,1.5,8.2,82599,41299,29.47,36372.13,195466,185990,139090
06/02/2016,8.9,5.1,1.5,8.2,84599,40775,30.57,33634.98,126407,187629,145380
07/02/2016,7.8,5.1,1.5,8.2,92051,55342,27.4,31641.42,81654,186966,151338
08/02/2016,7.6,5.5,0.9,8.7,92680,23478,34.48,37513.88,205189,187098,135994
09/02/2016,6.3,5.5,0.9,8.7,77778,30689,29.16,38172.33,234211,187159,139854
10/02/2016,6.1,5.5,0.9,8.7,62079,23498,34.86,38722.79,276492,187009,127158
11/02/2016,4.8,5.5,0.9,8.7,16971,10195,35.36,39683.69,368235,187145,128374
12/02/2016,4.4,5.5,0.9,8.7,26930,14729,30.41,39446.83,343121,187392,143356
13/02/2016,4,5.5,0.9,8.7,63874,20965,33.93,35685.17,237739,187462,153736
14/02/2016,3.8,5.5,0.9,8.7,75528,19108,30.58,33821.63,191778,187464,153204
15/02/2016,3.6,5.7,2.1,8.4,59629,12917,32.64,39428.73,294986,186730,127332
16/02/2016,3.5,5.7,2.1,8.4,45615,53445,31.66,38837.13,271014,178286,139776
17/02/2016,4.2,5.7,2.1,8.4,47469,10998,31.53,40458.08,311711,178333,124900
18/02/2016,4.3,5.7,2.1,8.4,29358,13262,34.65,39019.98,305239,178354,127128
19/02/2016,4.9,5.7,2.1,8.4,61898,40988,32.06,37300.15,222647,178363,143548
20/02/2016,6.9,5.7,2.1,8.4,91134,56714,31.59,32779.69,123954,178444,147418
21/02/2016,9.3,5.7,2.1,8.4,89920,48221,26.37,31284.48,89253,178426,151248
22/02/2016,8.2,5.4,1.8,9,61438,32939,31.74,37092.85,245829,178283,120846
23/02/2016,7.1,5.4,1.8,9,29386,15127,33.41,38449.83,327382,178134,127446
24/02/2016,5.2,5.4,1.8,9,4356,5974,34.42,39587.15,331647,178104,132078
25/02/2016,4.3,5.4,1.8,9,9447,3831,33.37,40063.02,332933,181173,140790
26/02/2016,4.3,5.4,1.8,9,11898,2903,34.39,39539.94,319308,193413,143418
27/02/2016,4.4,5.4,1.8,9,40203,1583,36.3,35662.98,259207,196502,144970
28/02/2016,4.5,5.4,1.8,9,46050,2783,30.79,34769.04,239997,192334,146198
29/02/2016,4.4,6.2,2.9,9,37676,40549,31.9,38578.4,284025,191083,143446
01/03/2016,7.2,6.2,2.9,9,91751,50677,29.71,37178.4,179762,191007,141506
02/03/2016,5.7,6.2,2.9,9,88619,33339,38.62,37985.27,207256,190997,136406
03/03/2016,5.9,6.2,2.9,9,49918,12669,39.97,38640.21,308861,178928,132158
04/03/2016,5.3,6.2,2.9,9,56349,31499,32.42,37798.23,291653,177802,137290
05/03/2016,5.1,6.2,2.9,9,57636,20647,33.33,34688.73,281198,177848,149422
06/03/2016,4.7,6.2,2.9,9,42640,7406,36.11,34572.96,297406,170337,144928
07/03/2016,4.5,7.7,4.6,9.9,44810,5301,35.89,38960.73,327520,163993,128234
08/03/2016,4.9,7.7,4.6,9.9,36440,20454,33.95,40292.79,337059,164107,126592
09/03/2016,5.5,7.7,4.6,9.9,64173,9876,33.95,39628.13,334687,164036,141910
10/03/2016,5.8,7.7,4.6,9.9,8499,5391,63.29,39867.21,367037,164636,124062
11/03/2016,5.9,7.7,4.6,9.9,9732,21841,37.83,37846.1,323338,171452,132244
12/03/2016,6.8,7.7,4.6,9.9,13614,24799,31.5,33413.77,274951,176069,154744
13/03/2016,7.3,7.7,4.6,9.9,22115,5786,31.43,31794.48,269403,177188,149630
14/03/2016,7.2,8,4.3,10.6,48039,3354,30.28,35737.19,320230,177149,138966
15/03/2016,7.5,8,4.3,10.6,34951,10388,30.62,37787.65,329423,177068,135492
16/03/2016,7.6,8,4.3,10.6,56452,5774,31.66,37051,323354,182703,135856
17/03/2016,7.1,8,4.3,10.6,19198,1132,42.41,36743.65,359205,161129,151408
18/03/2016,5.8,8,4.3,10.6,26268,3258,35.12,38321.21,347056,170877,142050
19/03/2016,6.3,8,4.3,10.6,36381,4051,34.96,34297.98,294970,177072,151150
20/03/2016,6.8,8,4.3,10.6,20402,8433,31.38,32891.17,269942,178299,132670
21/03/2016,7.8,9.1,4.9,10.8,19582,20151,33.66,36297.75,323946,184175,133556
22/03/2016,8.4,9.1,4.9,10.8,7038,8892,47.97,37107.83,338743,186694,129740
23/03/2016,8.2,9.1,4.9,10.8,13269,7862,35.2,37464.54,332546,193465,146742
24/03/2016,8.4,9.1,4.9,10.8,55138,27531,33.53,36033.15,303082,196942,142052
25/03/2016,9.5,9.1,4.9,10.8,49167,37175,28.39,29253.9,213522,197997,141510
26/03/2016,10,9.1,4.9,10.8,99169,52733,28,29054.79,122813,186221,139170
27/03/2016,8.7,9.1,4.9,10.8,98143,42887,21.9,27192.44,110284,186180,128096
28/03/2016,7.8,8.2,5.8,10.9,77081,16213,29.63,29496.15,217998,189468,127668
29/03/2016,7.6,8.2,5.8,10.9,64545,8474,32.99,34578.96,299082,197794,142488
30/03/2016,7.6,8.2,5.8,10.9,38946,4631,28.87,34994,324795,193497,139642
31/03/2016,7.8,8.2,5.8,10.9,12100,4733,46.33,34580.23,340298,188532,141140
01/04/2016,7.7,8.2,5.8,10.9,51696,48052,29.19,33277.31,280998,188384,144854
02/04/2016,8.6,8.2,5.8,10.9,43490,7309,32.03,30226.9,276699,190292,144230
03/04/2016,8.9,8.2,5.8,10.9,32216,7934,31.88,29679.6,278338,197066,152902
04/04/2016,9.6,8.7,5.4,11,31249,6053,40.5,34498.25,338409,202872,139730
05/04/2016,9.8,8.7,5.4,11,49408,13930,28.01,33274.44,307917,202736,137820
06/04/2016,9.4,8.7,5.4,11,91001,33590,26.79,32152.48,215305,202644,145322
07/04/2016,8.6,8.7,5.4,11,69166,20978,29.89,34345.4,275330,203796,139304
08/04/2016,8.9,8.7,5.4,11,19128,9473,33.58,34114.31,351307,203943,134956
09/04/2016,8.2,8.7,5.4,11,38845,7376,32.6,30690.02,282897,203742,139812
10/04/2016,8.4,8.7,5.4,11,51302,10442,25.75,28623.9,227179,203640,151572
11/04/2016,9.5,8.5,6.2,11,80537,38441,29.72,33541.94,252387,202496,123180
12/04/2016,9.7,8.5,6.2,11,19054,31278,32.03,34385.21,327458,185259,135148
13/04/2016,10,8.5,6.2,11,4615,16513,30.54,33617.08,327541,179036,142662
14/04/2016,10.3,8.5,6.2,11,11647,6849,34.62,33968.31,357710,178995,143048
15/04/2016,9.6,8.5,6.2,11,20118,13287,39.68,34826.65,374052,167706,146442
16/04/2016,7.6,8.5,6.2,11,47123,16572,32.88,30479.77,276814,151908,152682
17/04/2016,7.6,8.5,6.2,11,30257,28196,28.74,28788.35,239449,153417,157044
18/04/2016,8.4,9.8,7,12.5,57556,49863,29.14,33386.98,299544,156632,100722
19/04/2016,9.6,9.8,7,12.5,13742,6814,35.11,33318,366656,148236,89884
20/04/2016,10.1,9.8,7,12.5,23011,3113,32.53,32258.23,354205,152598,96864
21/04/2016,10.3,9.8,7,12.5,37512,6330,32.58,32591.71,358880,141696,99726
22/04/2016,9.7,9.8,7,12.5,46407,5717,41.07,33542.04,358123,139200,100774
23/04/2016,8.6,9.8,7,12.5,49127,13090,31.11,29056.1,272002,139005,104470
24/04/2016,8.2,9.8,7,12.5,48739,10746,31.5,28835.21,281923,139608,99322
25/04/2016,8.5,11.2,8.1,13.3,70388,37152,36.97,33193.63,300754,143899,94866
26/04/2016,7.6,11.2,8.1,13.3,86314,34272,35.84,33187.15,285663,150567,99304
27/04/2016,7.3,11.2,8.1,13.3,45172,10721,38.78,34849.46,347200,152021,93002
28/04/2016,7,11.2,8.1,13.3,45589,14602,36.18,34562.73,353012,152296,94796
29/04/2016,7,11.2,8.1,13.3,82716,29766,31.96,32324.06,287440,152284,96680
30/04/2016,7.9,11.2,8.1,13.3,22703,10272,38.21,29349.42,291896,154005,121550
01/05/2016,9,11.2,8.1,13.3,51428,37942,31.94,27573.77,187143,161085,143386
02/05/2016,11,11.3,9.2,15,88195,49197,23.39,28030,138886,173882,129150
03/05/2016,10.9,11.3,9.2,15,50884,35564,29.5,31555.98,254425,174374,118626
04/05/2016,11.8,11.3,9.2,15,36392,42944,29.57,30764.04,257477,163100,136062
05/05/2016,13.2,11.3,9.2,15,37309,30884,29.12,30702.9,266990,162786,128066
06/05/2016,14.1,11.3,9.2,15,19408,3575,35.48,30832.58,337468,162764,129948
07/05/2016,14.9,11.3,9.2,15,37981,26110,29.93,26518.75,213842,162788,138854
08/05/2016,16.5,11.3,9.2,15,57176,15914,29.13,24902.17,190710,162732,140110
09/05/2016,17.4,12,9.5,14.7,82040,21517,47.67,29653.75,253516,162680,93806
10/05/2016,16.2,12,9.5,14.7,64548,26677,49.65,31874.88,300630,162504,69828
11/05/2016,15.5,12,9.5,14.7,50053,28016,41.73,31812,313522,162440,90082
12/05/2016,15.8,12,9.5,14.7,70350,24378,33.54,29426.46,286287,162432,107896
13/05/2016,14.1,12,9.5,14.7,67326,16511,32.34,29079.56,272796,164164,113156
14/05/2016,11.9,12,9.5,14.7,42962,8559,27.8,26203.5,250687,164452,116178
15/05/2016,12,12,9.5,14.7,14905,6502,27.45,25810.04,266793,164129,130464
16/05/2016,12.2,12.4,10.1,15.4,12454,6258,31.82,30309.88,319237,160302,134428
17/05/2016,13,12.4,10.1,15.4,27115,11831,30.61,30293.92,309853,159602,149296
18/05/2016,12.8,12.4,10.1,15.4,39766,9405,31.99,31393.5,325971,167512,140438
19/05/2016,13.1,12.4,10.1,15.4,34095,21271,31.04,30710.46,300487,175279,151260
20/05/2016,13.7,12.4,10.1,15.4,54862,26308,29.79,29219.5,253884,182782,151694
21/05/2016,14.1,12.4,10.1,15.4,66890,28557,25.4,26577.17,185329,184749,137350
22/05/2016,14,12.4,10.1,15.4,17382,4648,33.53,26115.15,222851,184863,146228
23/05/2016,13.9,13.5,11,16.8,27385,4167,29.95,30114.79,299681,184726,123176
24/05/2016,14.1,13.5,11,16.8,42222,6950,30.08,29573.88,278073,185252,123584
25/05/2016,12,13.5,11,16.8,23451,17641,31.31,31838.83,318869,185647,113864
26/05/2016,12.5,13.5,11,16.8,8626,15313,32.01,31422.83,317659,185639,124022
27/05/2016,13.4,13.5,11,16.8,20556,4586,32.74,30239.85,307192,185940,128302
28/05/2016,13.9,13.5,11,16.8,24422,2710,33,26217.79,240033,186024,123474
29/05/2016,13.7,13.5,11,16.8,48752,1424,29.23,24458.33,189469,186069,110318
30/05/2016,13.4,14.1,11.8,17.2,66389,5167,28.77,25662.35,186934,186188,100032
31/05/2016,13.7,14.1,11.8,17.2,80697,14504,30.27,29296.02,232557,185839,102950
01/06/2016,13.5,14.1,11.8,17.2,64631,17414,36.16,30443.44,262836,185834,124304
02/06/2016,12.5,14.1,11.8,17.2,63946,10473,31.12,29667.67,237015,185844,122218
03/06/2016,12.4,14.1,11.8,17.2,35188,4254,34.43,30186.73,279601,185912,125690
04/06/2016,13.8,14.1,11.8,17.2,22503,7246,37.28,26974.6,242925,185948,130310
05/06/2016,14.6,14.1,11.8,17.2,36021,2720,36.56,25149.65,197027,185892,128852
06/06/2016,16.7,14.4,12.4,17.1,20641,1646,37.37,29545.85,281488,185760,143810
07/06/2016,18.3,14.4,12.4,17.1,9821,1962,37.77,30857.69,302430,185784,141058
08/06/2016,18.3,14.4,12.4,17.1,11015,2181,38.29,30820.31,310590,185644,140232
09/06/2016,17,14.4,12.4,17.1,8051,2252,37.18,30421.83,318345,185516,134042
10/06/2016,17.3,14.4,12.4,17.1,5736,3797,48.15,30911.02,313285,174441,142100
11/06/2016,17,14.4,12.4,17.1,8904,6563,39.65,27459.96,274129,176104,142354
12/06/2016,16,14.4,12.4,17.1,11955,6849,37.64,26848.75,250664,176060,151418
13/06/2016,15.7,15.6,12.7,18.4,14951,6974,41.64,31299.69,337391,175362,114992
14/06/2016,15.6,15.6,12.7,18.4,23212,12391,36.92,31073.9,329496,175325,115364
15/06/2016,15.6,15.6,12.7,18.4,16091,14165,37.13,31022.19,343723,175412,97470
16/06/2016,15.2,15.6,12.7,18.4,13064,12368,42.52,30819.58,347454,190482,105282
17/06/2016,14.9,15.6,12.7,18.4,13275,15285,37.48,30153.52,315126,191226,106740
18/06/2016,14.6,15.6,12.7,18.4,24705,5096,36.64,26935.75,248077,198499,137272
19/06/2016,15.4,15.6,12.7,18.4,39376,18340,31.96,25568.85,192856,205418,141852
20/06/2016,15.6,16.1,14,19,56447,20907,33.03,29865.46,261515,205259,104522
21/06/2016,16.5,16.1,14,19,24925,15989,33.63,29811.5,296768,205160,119496
22/06/2016,16.9,16.1,14,19,24452,14297,38.54,30845.92,292055,204829,107762
23/06/2016,17.7,16.1,14,19,16222,4701,42.27,31268.25,306675,204833,124774
24/06/2016,17.5,16.1,14,19,25623,3946,35.95,29140.31,275021,204676,138202
25/06/2016,16.9,16.1,14,19,24087,3150,34.68,26085.29,233478,196041,136798
26/06/2016,16.5,16.1,14,19,39148,10168,35.82,25505.27,221218,179991,136366
27/06/2016,16.4,16.4,14.5,19.2,51952,29314,32.49,28465.29,269303,166802,95956
28/06/2016,16.4,16.4,14.5,19.2,22786,9995,38.74,30738.6,319930,166648,112862
29/06/2016,15.1,16.4,14.5,19.2,68996,5835,37.82,30570.4,305653,169860,121062
30/06/2016,15.7,16.4,14.5,19.2,44655,18208,37.89,29762.96,297815,169671,120390
01/07/2016,15.6,16.4,14.5,19.2,83048,16633,34.58,28157.92,255885,176895,120836
02/07/2016,15.1,16.4,14.5,19.2,85128,25882,29.84,23918.85,162360,186356,106704
03/07/2016,15.6,16.4,14.5,19.2,36129,24062,35.89,24383.77,200905,189732,101840
04/07/2016,16.4,16.8,14.8,20.4,30338,4482,37.77,29855.81,308810,190893,97762
05/07/2016,16.3,16.8,14.8,20.4,52679,13358,32.22,29184.85,289936,191104,95386
06/07/2016,16.3,16.8,14.8,20.4,23175,11774,36.24,29343.69,318783,190976,95338
07/07/2016,17,16.8,14.8,20.4,37765,18489,39.34,29715.44,293910,190884,102030
08/07/2016,17.5,16.8,14.8,20.4,63724,21115,36.27,28251.6,253737,190772,90192
09/07/2016,17.7,16.8,14.8,20.4,69079,14282,37.27,25569.44,187616,197581,109472
10/07/2016,18,16.8,14.8,20.4,81950,17349,28.43,24493.81,154266,203444,85596
11/07/2016,17.5,17.2,15.2,20,82323,18302,32.71,28641.1,232083,204294,96986
12/07/2016,16.4,17.2,15.2,20,22596,12550,38.3,30147.79,291406,204409,117522
13/07/2016,15.9,17.2,15.2,20,28144,10272,33.76,29453.98,289235,204596,132576
14/07/2016,16,17.2,15.2,20,24762,5949,36.65,29231.21,294923,204532,111672
15/07/2016,15.9,17.2,15.2,20,49398,21807,38.89,29159.96,261658,204488,108534
16/07/2016,17.2,17.2,15.2,20,45359,35625,29.36,25397.25,173988,204420,104094
17/07/2016,18.3,17.2,15.2,20,31744,24512,33.18,24657.13,195077,204408,97934
18/07/2016,19.9,17.4,15.6,21.2,18855,15734,40.09,29570.56,297856,204528,111476
19/07/2016,23,17.4,15.6,21.2,38444,6911,47.28,30591.15,304833,204169,128054
20/07/2016,23,17.4,15.6,21.2,55303,12599,45.19,30769.5,306735,203816,125910
21/07/2016,21.1,17.4,15.6,21.2,17351,9492,37.77,30412.35,328610,203540,125246
22/07/2016,20.7,17.4,15.6,21.2,8267,10335,42.24,29842.33,329597,203476,112866
23/07/2016,20.7,17.4,15.6,21.2,11878,6325,37.12,26047.42,264924,202969,137192
24/07/2016,20.1,17.4,15.6,21.2,27862,5737,40.98,25725.13,241665,191432,146870
25/07/2016,19.1,18,15.7,20.8,36576,20401,36.48,28333.5,289376,191401,126668
26/07/2016,18.6,18,15.7,20.8,21385,9548,39.52,29397.48,322833,191520,125670
27/07/2016,18.2,18,15.7,20.8,39472,17661,34.88,29042.33,305445,191420,131232
28/07/2016,17.6,18,15.7,20.8,21868,6543,33.96,29678.33,330387,191420,132730
29/07/2016,17.7,18,15.7,20.8,32905,7733,37.84,29044.63,302501,191644,114210
30/07/2016,17.3,18,15.7,20.8,18322,14586,32.88,25230.83,248601,191702,112190
31/07/2016,17.3,18,15.7,20.8,24817,19312,33.52,24062.13,205364,191712,99752
01/08/2016,17,17.9,16,20.5,22719,5283,47.31,29533.5,324234,180555,147250
02/08/2016,17.3,17.9,16,20.5,42469,10149,35.31,30119.44,330089,179763,144314
03/08/2016,18.1,17.9,16,20.5,93064,16961,34.02,27229.63,242059,179708,131500
04/08/2016,18.2,17.9,16,20.5,73692,17232,36.1,27958.38,269987,179728,117780
05/08/2016,18.1,17.9,16,20.5,21318,6343,38.87,28147.06,327198,179676,134680
06/08/2016,18.6,17.9,16,20.5,32071,19786,31.2,24169.46,209620,181694,131866
07/08/2016,19.2,17.9,16,20.5,90574,57758,14.82,22010.83,65440,188132,88044
08/08/2016,17.8,17.5,15.6,19.8,70815,45710,19.22,26728.83,199414,191024,98008
09/08/2016,16.7,17.5,15.6,19.8,47216,16986,34.11,28141.17,263969,191540,128426
10/08/2016,15.8,17.5,15.6,19.8,28833,8866,35.76,29208.08,306968,192144,144464
11/08/2016,16.1,17.5,15.6,19.8,74078,31959,31.03,28339.85,237823,197419,144846
12/08/2016,17.4,17.5,15.6,19.8,75397,39485,34.33,26662.38,176872,189511,129128
13/08/2016,17.8,17.5,15.6,19.8,54162,26782,33.08,24813.85,170907,190594,112732
14/08/2016,17.6,17.5,15.6,19.8,13084,5668,41.29,25744.5,223984,190682,138050
15/08/2016,18.3,17.5,15.7,20,14884,4994,35.34,28462.58,291918,190822,141132
16/08/2016,18.5,17.5,15.7,20,31285,7701,36.15,28727.31,291846,190728,139664
17/08/2016,18.5,17.5,15.7,20,32845,6099,38.96,29275.13,295531,190504,125962
